GO_Biological_Process_2021,cellular response to DNA damage stimulus (GO:0006974),34/350,1.5961025942994726e-15,3.0458957841214933e-13,0,0,6.318668000461698,215.28467457375567,TOP2A;FEN1;VCP;MCM7;MCM8;MCM9;XIAP;SMC5;MCM10;BRCA1;RAD51AP1;EXO1;CHEK2;POLD1;CHEK1;RFC5;WDHD1;RFC3;RFC4;LIG1;RFC2;METTL3;RPA1;DDB1;MSH6;POLA1;RAD51;MSH2;POLE2;TIMELESS;CDK1;GRB2;TP53;DTL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GO_Biological_Process_2021,""nucleotide-excision repair, DNA gap filling (GO:0006297)"",12/24,2.3702478875601497e-15,4.1752828173174956e-13,0,0,55.91168091168091,1882.8695693227128,RFC5";RFC3;PCNA;RFC4;LIG1;RFC1;RFC2;POLD1;RPA3;RPA1;RPA2;POLE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,double-strand break repair via homologous recombination (GO:0000724),19/97,9.984391919023128e-15,1.6331612496116401e-12,0,0,13.84991800834824,446.4902403847728,GINS2;FEN1;MCM7;MCM8;MCM9;RPA1;RPA2;SMC5;BRCA1;RAD51AP1;CDC45;RAD51;RPA3;MCM3;MEIOB;MCM4;MCM5;MCM6;MCM2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,translesion synthesis (GO:0019985),14/42,1.0943850117177258e-14,1.6707611178890614e-12,0,0,28.09312320916905,903.0815029912546,RFC5;VCP;RFC3;PCNA;RFC4;RFC1;RFC2;RPA1;RPA2;NPLOC4;POLD1;POLE2;RPA3;DTL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,mitotic chromosome condensation (GO:0007076),12/27,1.4509586395078437e-14,2.030850392325745e-12,0,0,44.722507122507125,1425.0364836508938,RB1;CCNB1;CDCA5;NCAPG2;PLK1;NUSAP1;CDK1;NCAPG;NCAPD2;SMC4;NCAPH;SMC2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,mitotic nuclear division (GO:0140014),17/74,1.5526000273956422e-14,2.030850392325745e-12,0,0,16.87759862082953,536.6445196498057,SPAG5;UBE2C;NCAPG2;MIS12;PLK1;CDCA8;KIF11;SMC3;SMC4;NSL1;NDC80;ZWINT;TPX2;DSN1;ESPL1;CHEK2;NUSAP1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,DNA synthesis involved in DNA repair (GO:0000731),14/43,1.5963016184219827e-14,2.030850392325745e-12,0,0,27.12301156012252,861.6574425665017,RFC5;VCP;RFC3;PCNA;RFC4;RFC1;RFC2;RPA1;RPA2;POLA1;POLD1;RPA3;POLE;DTL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GO_Biological_Process_2021,""base-excision repair, gap-filling (GO:0006287)"",13/35,1.9279033016207543e-14,2.3236308214271197e-12,0,0,33.11623376623377,1045.802656877169,RFC5";FEN1;RFC3;PCNA;RFC4;LIG1;RFC1;RFC2;RPA1;RPA2;POLD1;RPA3;POLE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,chromosome condensation (GO:0030261),14/45,3.2888647032862585e-14,3.7657500852627655e-12,0,0,25.370551807006198,787.6452430810913,RB1;TOP2A;CDCA5;NCAPG2;PLK1;NCAPG;SMC4;NCAPH;SMC2;CCNB1;INCENP;NUSAP1;CDK1;NCAPD2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,postreplication repair (GO:0006301),14/46,4.6508072434264245e-14,5.071594565450721e-12,0,0,24.57646848137536,754.4767045858529,RFC5;VCP;RFC3;PCNA;RFC4;RFC1;RFC2;RPA1;RPA2;BRCA1;MSH2;POLD1;RPA3;DTL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,kinetochore organization (GO:0051383),9/13,1.2986145935172146e-13,1.312809133828777e-11,0,0,124.78601694915254,3702.689155214621,CENPT;CDT1;CENPE;CENPF;MIS12;NUF2;CENPA;NDC80;DLGAP5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,DNA strand elongation involved in DNA replication (GO:0006271),10/18,1.3185419248061954e-13,1.312809133828777e-11,0,0,69.50779036827196,2061.3980776986577,GINS2;POLA1;RFC3;PCNA;RFC4;LIG1;MCM7;MCM3;MCM4;POLE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,error-prone translesion synthesis (GO:0042276),10/21,1.0125526694203538e-12,9.661440054052543e-11,0,0,50.543394282771054,1395.9350892141042,RFC5;RFC3;PCNA;RFC4;RFC1;RFC2;POLE2;RPA3;RPA1;RPA2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,mismatch repair (GO:0006298),11/29,1.563641977531474e-12,1.43229605141883e-10,0,0,34.060763888888886,925.9079218605366,MSH6;PCNA;RNASEH2A;LIG1;MSH2;EXO1;MCM9;POLD1;RPA3;RPA1;RPA2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,base-excision repair (GO:0006284),13/48,2.036566619221261e-12,1.7937452146218028e-10,0,0,20.802122448979592,559.9880555277697,RFC5;FEN1;RFC3;PCNA;RFC4;LIG1;RFC1;RFC2;RPA1;RPA2;POLD1;RPA3;POLE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,double-strand break repair via break-induced replication (GO:0000727),8/12,5.066654868107011e-12,4.2972739436907605e-10,0,0,110.60845070422536,2876.7422265696846,GINS2;CDC45;MCM7;MCM3;MCM4;MCM5;MCM6;MCM2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of DNA-directed DNA polymerase activity (GO:1900262),7/9,2.137251999990682e-11,1.687692096544366e-09,0,0,193.04073033707863,4742.801320522946,RFC5;RFC3;PCNA;RFC4;RFC2;DSCC1;CHTF18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of DNA-directed DNA polymerase activity (GO:1900264),7/9,2.137251999990682e-11,1.687692096544366e-09,0,0,193.04073033707863,4742.801320522946,RFC5;RFC3;PCNA;RFC4;RFC2;DSCC1;CHTF18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GO_Biological_Process_2021,""nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)"",11/37,3.393407250225432e-11,2.5345549144387126e-09,0,0,23.57091346153846,568.214618226521,RFC5";DDB1;RFC3;PCNA;RFC4;RFC1;RFC2;POLD1;RPA3;RPA1;RPA2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,acetyl-CoA biosynthetic process from pyruvate (GO:0006086),6/6,3.43105687107424e-11,2.5345549144387126e-09,0,0,117822.0,2838987.97561005,PDHX;PDHA2;PDHA1;DLAT;PDHB;DLD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,cytoskeleton-dependent cytokinesis (GO:0061640),14/72,3.78212737526858e-11,2.706584902926577e-09,0,0,13.541448473471,324.969703205654,PLK1;KIF23;CENPA;AURKB;ANLN;ESPL1;RACGAP1;INCENP;KIF4A;NUSAP1;SPIRE2;KIF20A;ECT2;CEP55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,spindle assembly checkpoint signaling (GO:0071173),9/21,4.695868848960224e-11,3.072439904033975e-09,0,0,41.57838983050848,988.8069916419238,CDC20;CENPF;PLK1;BUB1B;TTK;KNTC1;BUB1;ZWINT;MAD2L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,mitotic spindle assembly checkpoint signaling (GO:0007094),9/21,4.695868848960224e-11,3.072439904033975e-09,0,0,41.57838983050848,988.8069916419238,CDC20;CENPF;PLK1;BUB1B;TTK;KNTC1;BUB1;ZWINT;MAD2L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,mitotic spindle checkpoint signaling (GO:0071174),9/21,4.695868848960224e-11,3.072439904033975e-09,0,0,41.57838983050848,988.8069916419238,CDC20;CENPF;PLK1;BUB1B;TTK;KNTC1;BUB1;ZWINT;MAD2L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,mitotic cytokinesis (GO:0000281),12/49,5.3790836883528777e-11,3.421694901757803e-09,0,0,18.11041811041811,428.23746124810873,ANLN;ESPL1;RACGAP1;INCENP;KIF4A;PLK1;NUSAP1;KIF23;KIF20A;ECT2;CENPA;CEP55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GO_Biological_Process_2021,""nucleotide-excision repair, DNA incision (GO:0033683)"",11/39,6.439624497232775e-11,3.985605432071096e-09,0,0,21.885044642857142,513.5537089544615,RFC5";DDB1;RFC3;PCNA;RFC4;RFC1;RFC2;POLD1;RPA3;RPA1;RPA2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,mitotic DNA replication (GO:1902969),7/10,7.013410288377624e-11,4.226502515890726e-09,0,0,128.687265917603,3008.787027469536,POLA1;CDC45;LIG1;MCM3;MCM4;MCM6;MCM2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,negative regulation of mitotic metaphase/anaphase transition (GO:0045841),9/22,7.82047644659014e-11,4.592023349408056e-09,0,0,38.3780964797914,893.1231849285681,CDC20;CENPF;PLK1;BUB1B;TTK;KNTC1;BUB1;ZWINT;MAD2L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of mitotic cell cycle phase transition (GO:1901990),20/188,2.447638438482958e-10,1.4012730060314938e-08,0,0,6.757253921976954,149.54294366098387,UBE2C;PLK1;CUL1;BUB1B;HMMR;CDC6;PPP1R9B;AURKA;CDC20;DDB1;ANLN;TPX2;CENPE;CCNB1;CENPF;PSME3;CDK2;CDK1;KNTC1;MAD2L1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,nucleotide-excision repair (GO:0006289),15/105,7.258472462436984e-10,4.054122424141633e-08,0,0,9.361590038314176,197.00231936071623,RFC5;RFC3;RFC4;PCNA;LIG1;RFC1;RFC2;RPA1;RPA2;DDB1;POLA1;POLD1;RPA3;TP53;POLE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,pre-replicative complex assembly involved in nuclear cell cycle DNA replication (GO:0006267),6/8,9.315840519810083e-10,5.0793511405631185e-08,0,0,165.0,3431.032225008373,MCM7;MCM3;MCM4;MCM5;MCM6;MCM2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,protein-DNA complex assembly (GO:0065004),17/143,9.91950404876702e-10,5.2827126213201125e-08,0,0,7.608197999816497,157.7282004249691,CDT1;MCM7;MCM8;GMNN;RPA1;RPA2;CDC6;DDB1;RAD51;ORC1;PSME3;RPA3;MCM3;MCM4;MCM5;MCM6;MCM2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,pre-replicative complex assembly (GO:0036388),12/64,1.499491847094633e-09,7.80417347692434e-08,0,0,12.87639710716634,261.62443338690343,CDT1;MCM7;ORC1;MCM8;PSME3;GMNN;MCM3;MCM4;MCM5;MCM6;CDC6;MCM2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of glucan biosynthetic process (GO:0010962),6/9,2.752060556498461e-09,1.370047537909017e-07,0,0,109.99439775910363,2168.0903250841097,PPP1R3F;PPP1R3C;PPP1R3B;PPP1R3E;PPP1R3D;PPP1R3A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,kinetochore assembly (GO:0051382),6/9,2.752060556498461e-09,1.370047537909017e-07,0,0,109.99439775910363,2168.0903250841097,CENPT;CENPE;CENPF;MIS12;CENPA;DLGAP5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083),9/32,3.756958541478951e-09,1.826974914684761e-07,0,0,21.680913780397937,420.6022713910335,RB1;CDT1;POLA1;PCNA;CDC45;RRM2;ORC1;CDC6;TYMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of signal transduction by p53 class mediator (GO:1901796),17/156,3.829467070081594e-09,1.826974914684761e-07,0,0,6.892044745706325,133.57155018287855,RFC5;RFC3;RFC4;RFC2;RPA1;RPA2;BRCA1;AURKB;AURKA;TPX2;EXO1;CHEK2;RPA3;CHEK1;CDK2;CDK1;TP53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,G1/S transition of mitotic cell cycle (GO:0000082),13/85,4.258666059797677e-09,1.9902745463136087e-07,0,0,10.093055555555557,194.53668018375132,RB1;CDT1;PCNA;RRM2;CUL1;CDC6;TYMS;POLA1;CDC45;ORC1;NASP;CDK2;POLE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,acetyl-CoA biosynthetic process (GO:0006085),6/10,6.775053061385132e-09,3.10297430211439e-07,0,0,82.49159663865547,1551.6684702739708,PDHA2;PDHA1;DIP2A;DLAT;MLYCD;PDHB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,transcription-coupled nucleotide-excision repair (GO:0006283),12/73,7.2499373160547025e-09,3.255364010542209e-07,0,0,10.971556676474709,205.63191062102325,RFC5;DDB1;RFC3;RFC4;PCNA;LIG1;RFC1;RFC2;POLD1;RPA3;RPA1;RPA2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,double-strand break repair (GO:0006302),17/164,8.222914758419789e-09,3.6212451532271763e-07,0,0,6.514293578703158,121.27231126876342,VCP;XRCC6;FEN1;MCM8;CDCA5;MCM9;RPA1;RPA2;SMC5;BRCA1;RAD51AP1;POLA1;RAD51;CHEK2;RPA3;MEIOB;KPNA2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,acylglycerol catabolic process (GO:0046464),9/35,9.01385127511074e-09,3.8946640415101124e-07,0,0,19.17633637548892,355.2321086200151,ABHD12;FAAH;FABP3;DAGLA;FABP5;FABP7;PNPLA3;ABHD6;MGLL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,nucleic acid phosphodiester bond hydrolysis (GO:0090305),12/75,9.971353555144033e-09,4.228592526162932e-07,0,0,10.622167955501288,195.69803711895688,RFC5;DDB1;FEN1;RFC3;RFC4;PCNA;RFC1;RFC2;POLD1;RPA3;RPA1;RPA2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GO_Biological_Process_2021,""protein localization to chromosome, centromeric region (GO:0071459)"",7/17,1.0185619919813865e-08,4.240921748431591e-07,0,0,38.59241573033708,710.1887845123211,RB1";ZWILCH;MIS12;CDK1;TTK;CENPA;AURKB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of mitotic metaphase/anaphase transition (GO:0030071),8/26,1.2804784879886297e-08,5.236242388382075e-07,0,0,24.562128325508606,446.37853529542826,RB1;CENPE;CCNB1;ESPL1;UBE2C;PLK1;CDC6;DLGAP5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,nuclear DNA replication (GO:0033260),6/11,1.4677453819779697e-08,5.896731446893948e-07,0,0,65.98991596638655,1190.2570308621855,MCM7;MCM3;MCM4;MCM5;MCM6;MCM2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
