Downregulated core,Erythrocyte Mean Corpuscular Hemoglobin Test,0.002677073368350562;;
Downregulated core,Amphetamine-Related Disorders,0.0026863722051682463;;
Downregulated core,Amphetamine Addiction,0.0026863722051682463;;
Downregulated core,Amphetamine Abuse,0.0026863722051682463;;
Downregulated core,Gonadotropin-Resistant Ovary Syndrome,0.002830521294793956;;
Downregulated core,Respiratory Tract Diseases,0.002830521294793956;;
Downregulated core,Curling Ulcer,0.002830521294793956;;
Downregulated core,Coronary heart disease,0.002830521294793956;;
Downregulated core,Duodenal Ulcer,0.002830521294793956;;
"Downregulated core,""Hypergonadotropic Ovarian Failure, X-Linked"",0.002830521294793956";;
Downregulated core,Focal glomerulosclerosis,0.0029291201800391944;;
Downregulated core,Endomyocardial Fibrosis,0.0029291201800391944;;
Downregulated core,Leukopenia,0.0029291201800391944;;
"Downregulated core,""Gait, Widebased"",0.0030642207764589083";;
Downregulated core,Primary pigmented nodular adrenocortical disease,0.0030642207764589083;;
"Downregulated core,""Paraparesis, Spastic"",0.0030642207764589083";;
"Downregulated core,""Gait, Festinating"",0.0030642207764589083";;
"Downregulated core,""Gait, Frontal"",0.0030642207764589083";;
Downregulated core,Male Germ Cell Tumor,0.0030642207764589083;;
Downregulated core,Myocardial Stunning,0.0030642207764589083;;
Downregulated core,Charcot Gait,0.0030642207764589083;;
"Downregulated core,""Gait, Scissors"",0.0030642207764589083";;
"Downregulated core,""Neural tube defect, folate-sensitive"",0.0030642207764589083";;
Downregulated core,Familial intrahepatic cholestasis of pregnancy,0.0030642207764589083;;
"Downregulated core,""Gait, Hemiplegic"",0.0030642207764589083";;
Downregulated core,Cerebellar ataxic gait,0.0030642207764589083;;
"Downregulated core,""Hibernation, Myocardial"",0.0030642207764589083";;
"Downregulated core,""Gait, Broadened"",0.0030642207764589083";;
Downregulated core,Ichthyoses,0.0030642207764589083;;
Downregulated core,Stunned Myocardium,0.0030642207764589083;;
Downregulated core,Waddling gait,0.0030642207764589083;;
Downregulated core,Proteinuria,0.0030642207764589083;;
"Downregulated core,""Gait, Hysterical"",0.0030642207764589083";;
"Downregulated core,""Gait, Shuffling"",0.0030642207764589083";;
Downregulated core,THROMBOPHILIA DUE TO THROMBIN DEFECT,0.0030642207764589083;;
"Downregulated core,""Gait, Drop Foot"",0.0030642207764589083";;
"Downregulated core,""Gait, Rigid"",0.0030642207764589083";;
Downregulated core,Fever,0.0030642207764589083;;
"Downregulated core,""Gait Disorder, Sensorimotor"",0.0030642207764589083";;
"Downregulated core,""Gait, Stumbling"",0.0030642207764589083";;
Downregulated core,Spastic gait,0.0030642207764589083;;
Downregulated core,Marche a Petit Pas,0.0030642207764589083;;
"Downregulated core,""Gait Disorders, Neurologic"",0.0030642207764589083";;
"Downregulated core,""Gait, Athetotic"",0.0030642207764589083";;
Downregulated core,Gastroesophageal reflux disease,0.0030642207764589083;;
Downregulated core,Rapid Fatigue of Gait,0.0030642207764589083;;
Downregulated core,Hepatic Form of Wilson Disease,0.0030960784978022395;;
"Downregulated core,""Eosinophilia, Tropical"",0.003120800199680821";;
Downregulated core,Angle Closure Glaucoma,0.003120800199680821;;
"Downregulated core,""Depression, Postpartum"",0.003120800199680821";;
Downregulated core,Malignant mesothelioma,0.0031334175113937137;;
"Downregulated core,""Shock, Cardiogenic"",0.0031334175113937137";;
Downregulated core,Fuchs Endothelial Dystrophy,0.0031334175113937137;;
Downregulated core,Fibrosarcoma,0.0031334175113937137;;
Downregulated core,Retinal Neovascularization,0.0031334175113937137;;
"Downregulated core,""Hyperglycinemia, Nonketotic, Type II"",0.0031334175113937137";;
Downregulated core,cervical cancer,0.0031334175113937137;;
"Downregulated core,""Hyperglycinemia, Nonketotic, Type III"",0.0031334175113937137";;
Downregulated core,Alcoholic Steatohepatitis,0.0031334175113937137;;
Downregulated core,Congenital Myotonic Dystrophy,0.0031334175113937137;;
Downregulated core,Micrognathism,0.0031334175113937137;;
Downregulated core,Neonatal diabetes mellitus,0.0031334175113937137;;
Downregulated core,Hyperpigmentation,0.0031334175113937137;;
Downregulated core,Nonketotic Hyperglycinemia,0.0031334175113937137;;
Downregulated core,Xeroderma,0.0031334175113937137;;
"Downregulated core,""Hyperglycinemia, Nonketotic, Type I"",0.0031334175113937137";;
Downregulated core,Autosomal dominant hypohidrotic ectodermal dysplasia syndrome (disorder),0.0031334175113937137;;
Downregulated core,Agenesis of corpus callosum,0.0031334175113937137;;
Downregulated core,Abruptio Placentae,0.0031334175113937137;;
Downregulated core,Brachycephaly,0.0031334175113937137;;
Downregulated core,Hyperalgesia,0.0032278566769664324;;
Downregulated core,Chlamydia Infections,0.0032416857330793067;;
Downregulated core,Triphalangeal thumb,0.0032416857330793067;;
Downregulated core,Blast Phase,0.0032416857330793067;;
"Downregulated core,""Arthritis, Suppurative"",0.0032416857330793067";;
Downregulated core,Hypoplasia of thumb,0.0032416857330793067;;
Downregulated core,Spastic Quadriplegia,0.0032416857330793067;;
"Downregulated core,""Arthritis, Infectious"",0.0032416857330793067";;
Downregulated core,Congenital hypoplastic anemia,0.0032416857330793067;;
"Downregulated core,""Arthritis, Bacterial"",0.0032416857330793067";;
"Downregulated core,""INSULIN RESISTANCE, SEVERE, DIGENIC"",0.0032416857330793067";;
Downregulated core,Lichen planus follicularis,0.0032416857330793067;;
Downregulated core,Refractory anemias,0.0032416857330793067;;
Downregulated core,Cervical Intraepithelial Neoplasia,0.0032416857330793067;;
Downregulated core,Diabetes Mellitus,0.0032416857330793067;;
Downregulated core,CADASILM,0.0032416857330793067;;
Downregulated core,Migraine Disorders,0.0032416857330793067;;
Downregulated core,Idiopathic familial dystonia,0.0032416857330793067;;
Downregulated core,Chronobiology Disorders,0.0032416857330793067;;
"Downregulated core,""Neuropathy, Painful"",0.0032416857330793067";;
Downregulated core,Circadian Rhythm Disorders,0.0032416857330793067;;
Downregulated core,Cortisone reductase deficiency,0.0032416857330793067;;
Downregulated core,Psychogenic Inversion of Circadian Rhythm,0.0032416857330793067;;
Downregulated core,Locked-In Syndrome,0.0032416857330793067;;
"Downregulated core,""Abortion, Habitual"",0.0032416857330793067";;
"Downregulated core,""Paralysis, Spinal, Quadriplegic"",0.0032416857330793067";;
Downregulated core,Adenomatous Polyps,0.0032416857330793067;;
Downregulated core,Saethre-Chotzen Syndrome,0.0032416857330793067;;
Downregulated core,Non-Functioning Pituitary Gland Neoplasm,0.0032416857330793067;;
Downregulated core,Flaccid Quadriplegia,0.0032416857330793067;;
Downregulated core,Apert-Crouzon Disease,0.0032416857330793067;;
"Downregulated core,""MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1E"",0.0032416857330793067";;
Downregulated core,Antiphospholipid Syndrome,0.0032416857330793067;;
Downregulated core,Quadriplegia,0.0032416857330793067;;
"Downregulated core,""Rheumatoid Arthritis, Systemic Juvenile"",0.0032416857330793067";;
"Downregulated core,""Arthritis, Viral"",0.0032416857330793067";;
Downregulated core,Cholestasis,0.0032704669168844994;;
"Downregulated core,""Thrombocytosis, Autosomal Dominant"",0.0032704669168844994";;
Downregulated core,Gastrointestinal Hemorrhage,0.0032704669168844994;;
Downregulated core,Diaphragmatic Hernia,0.003283111260699485;;
Downregulated core,Liver Dysfunction,0.003302188493758916;;
Downregulated core,Thalassemia Intermedia,0.0033147916487034973;;
"Downregulated core,""Cerebral Infarction, Left Hemisphere"",0.0033147916487034973";;
Downregulated core,Subcortical Infarction,0.0033147916487034973;;
Downregulated core,Thalassemia Minor,0.0033147916487034973;;
Downregulated core,Posterior Choroidal Artery Infarction,0.0033147916487034973;;
"Downregulated core,""Cerebral Infarction, Right Hemisphere"",0.0033147916487034973";;
Downregulated core,Anterior Choroidal Artery Infarction,0.0033147916487034973;;
Downregulated core,Myoclonic Astatic Epilepsy,0.0033147916487034973;;
Downregulated core,Hypospadias,0.0033507773913978075;;
Downregulated core,Bilateral Headache,0.0033507773913978075;;
Downregulated core,Periorbital Headache,0.0033507773913978075;;
Downregulated core,Throbbing Headache,0.0033507773913978075;;
Downregulated core,Hydronephrosis,0.0033507773913978075;;
Downregulated core,Anxiety neurosis (finding),0.0033507773913978075;;
Downregulated core,Spina bifida aperta of cervical spine,0.0033507773913978075;;
"Downregulated core,""Anxiety States, Neurotic"",0.0033507773913978075";;
Downregulated core,Headache,0.0033507773913978075;;
Downregulated core,Retro-Ocular Headache,0.0033507773913978075;;
Downregulated core,Hemicrania,0.0033507773913978075;;
Downregulated core,Generalized Headache,0.0033507773913978075;;
Downregulated core,Orthostatic Headache,0.0033507773913978075;;
Downregulated core,Ocular Headache,0.0033507773913978075;;
Downregulated core,Sharp Headache,0.0033507773913978075;;
Downregulated core,Vertex Headache,0.0033507773913978075;;
"Downregulated core,""Heart Failure, Diastolic"",0.003388057193447858";;
Downregulated core,Developmental delay (disorder),0.0034304949043210456;;
Downregulated core,Liver diseases,0.0035292031349339246;;
Downregulated core,Intellectual Disability,0.00362321807371138;;
Downregulated core,Depressive Symptoms,0.0036585753729677585;;
Downregulated core,Obesity,0.0036781086341618734;;
Downregulated core,Antibody Deficiency Syndrome,0.0037503563031156682;;
Downregulated core,Renal Insufficiency,0.0037503563031156682;;
Downregulated core,Convulsions,0.0038378746024133954;;
Downregulated core,Tonic Seizures,0.0038378746024133954;;
Downregulated core,Absence Seizures,0.0038378746024133954;;
Downregulated core,Nonepileptic Seizures,0.003982107097374895;;
Downregulated core,Visual seizure,0.003982107097374895;;
"Downregulated core,""Seizures, Auditory"",0.003982107097374895";;
Downregulated core,Gustatory seizure,0.003982107097374895;;
Downregulated core,Non-epileptic convulsion,0.003982107097374895;;
Downregulated core,Olfactory seizure,0.003982107097374895;;
Downregulated core,Atonic Absence Seizures,0.003982107097374895;;
Downregulated core,Complex partial seizures,0.003982107097374895;;
Downregulated core,Convulsive Seizures,0.003982107097374895;;
Downregulated core,Gastro-enteropancreatic neuroendocrine tumor,0.003982107097374895;;
Downregulated core,Myoclonic Seizures,0.003982107097374895;;
Downregulated core,Generalized seizures,0.003982107097374895;;
Downregulated core,Tonic - clonic seizures,0.003982107097374895;;
"Downregulated core,""Seizures, Somatosensory"",0.003982107097374895";;
"Downregulated core,""Seizures, Sensory"",0.003982107097374895";;
Downregulated core,Generalized Absence Seizures,0.003982107097374895;;
Downregulated core,Clonic Seizures,0.003982107097374895;;
Downregulated core,Epileptic Seizures,0.003982107097374895;;
Downregulated core,Epileptic drop attack,0.003982107097374895;;
Downregulated core,Jacksonian Seizure,0.003982107097374895;;
Downregulated core,Vertiginous seizure,0.003982107097374895;;
"Downregulated core,""Seizures, Focal"",0.003982107097374895";;
Downregulated core,Single Seizure,0.003982107097374895;;
"Downregulated core,""Diabetes Mellitus, Insulin-Dependent"",0.004077470227209959";;
"Downregulated core,""Diagnosis, Psychiatric"",0.004077470227209959";;
Downregulated core,Behavior Disorders,0.004077470227209959;;
Downregulated core,Mental disorders,0.004077470227209959;;
"Downregulated core,""Mental Disorders, Severe"",0.004077470227209959";;
Downregulated core,Status Dysraphicus,0.004077470227209959;;
Downregulated core,Rachischisis,0.004077470227209959;;
Downregulated core,Apraxias,0.004345679830825735;;
"Downregulated core,""Apraxia, Gestural"",0.004345679830825735";;
"Downregulated core,""Sinus Thrombosis, Intracranial"",0.004345679830825735";;
Downregulated core,Leopard Syndrome 1,0.004345679830825735;;
"Downregulated core,""Apraxia, Facial-Oral"",0.004345679830825735";;
Downregulated core,Polymorphous corneal dystrophy,0.004345679830825735;;
Downregulated core,Corpus Callosum Malformation,0.004345679830825735;;
Downregulated core,Ophthalmoplegia,0.004345679830825735;;
Downregulated core,Internal Ophthalmoplegia,0.004345679830825735;;
"Downregulated core,""Apraxia, Verbal"",0.004345679830825735";;
Downregulated core,Ewings sarcoma,0.004345679830825735;;
Downregulated core,Dressing Apraxia,0.004345679830825735;;
Downregulated core,External Ophthalmoplegia,0.004345679830825735;;
Downregulated core,Ophthalmoparesis,0.004345679830825735;;
Downregulated core,Intracranial Sinus Thrombophlebitis,0.004345679830825735;;
Downregulated core,Petrous Sinus Thrombosis,0.004345679830825735;;
Downregulated core,Petrous Sinus Thrombophlebitis,0.004345679830825735;;
Downregulated core,Alcohol Withdrawal Seizures,0.004345679830825735;;
Downregulated core,NF1 Microdeletion Syndrome,0.004345679830825735;;
Downregulated core,Thumb aplasia,0.004345679830825735;;
Downregulated core,Seborrheic keratosis,0.004345679830825735;;
Downregulated core,Corneal Neovascularization,0.004345679830825735;;
"Downregulated core,""Apraxia, Motor"",0.004345679830825735";;
"Downregulated core,""Apraxia, Articulatory"",0.004345679830825735";;
Downregulated core,Lichenoid Eruptions,0.004345679830825735;;
Downregulated core,Thumb absent,0.004345679830825735;;
"Downregulated core,""Leukemia, Myelomonocytic, Chronic"",0.004345679830825735";;
Downregulated core,Ideational Apraxia,0.004345679830825735;;
Downregulated core,Hereditary gingival fibromatosis,0.004345679830825735;;
Downregulated core,NONAKA MYOPATHY,0.004345679830825735;;
Downregulated core,Aseptic Meningitis,0.004345679830825735;;
"Downregulated core,""Apraxia, Oral"",0.004345679830825735";;
Downregulated core,Myelofibrosis,0.0044064659188120785;;
Downregulated core,Familial Colorectal Cancer Type X,0.0044064659188120785;;
Downregulated core,clinical depression,0.0044064659188120785;;
Downregulated core,Respiratory Tract Infections,0.0044064659188120785;;
"Downregulated core,""Blindness, Hysterical"",0.0044064659188120785";;
"Downregulated core,""MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO (finding)"",0.0044064659188120785";;
Downregulated core,Adult type dermatomyositis,0.0044064659188120785;;
Downregulated core,Neurogenic Inflammation,0.0044064659188120785;;
Downregulated core,Intervertebral Disc Degeneration,0.0044064659188120785;;
Downregulated core,Phencyclidine Abuse,0.0044064659188120785;;
"Downregulated core,""Hypotension, Orthostatic"",0.0044064659188120785";;
"Downregulated core,""Blindness, Transient"",0.0044064659188120785";;
Downregulated core,Phencyclidine-Related Disorders,0.0044064659188120785;;
Downregulated core,Extraskeletal Myxoid Chondrosarcoma,0.0044064659188120785;;
Downregulated core,Autosomal Recessive Polycystic Kidney Disease,0.0044064659188120785;;
Downregulated core,Dermatomyositis,0.0044064659188120785;;
Downregulated core,Amaurosis,0.0044064659188120785;;
Downregulated core,Postherpetic neuralgia,0.0044064659188120785;;
Downregulated core,Bullous pemphigoid,0.0044064659188120785;;
Downregulated core,Myocardial Preinfarction Syndrome,0.0044064659188120785;;
"Downregulated core,""Blindness, Legal"",0.0044064659188120785";;
"Downregulated core,""Angina, Unstable"",0.0044064659188120785";;
Downregulated core,Neointima Formation,0.0044064659188120785;;
Downregulated core,Blindness both eyes NOS (disorder),0.0044064659188120785;;
"Downregulated core,""Blindness, Acquired"",0.0044064659188120785";;
Downregulated core,Upper Respiratory Infections,0.0044064659188120785;;
"Downregulated core,""Dermatomyositis, Childhood Type"",0.0044064659188120785";;
"Downregulated core,""Blindness, Monocular"",0.0044064659188120785";;
"Downregulated core,""Respiratory Distress Syndrome, Adult"",0.004482170248346044";;
Downregulated core,Degenerative polyarthritis,0.004482170248346044;;
Downregulated core,Placenta Disorders,0.004482170248346044;;
Downregulated core,Early infantile epileptic encephalopathy with suppression bursts,0.004482170248346044;;
Downregulated core,Fetal Growth Retardation,0.004482170248346044;;
Downregulated core,De Toni-Debre-Fanconi Syndrome,0.004482170248346044;;
"Downregulated core,""Thrombocythemia, Essential"",0.004482170248346044";;
Downregulated core,Myeloproliferative disease,0.004482170248346044;;
Downregulated core,Rhabdomyolysis,0.004482170248346044;;
Downregulated core,Primary Myelofibrosis,0.004482170248346044;;
Downregulated core,Respiratory Hypersensitivity,0.004565623219492291;;
Downregulated core,Paroxysmal Nerve Pain,0.004637091001928337;;
"Downregulated core,""Neuralgia, Ilioinguinal"",0.004637091001928337";;
"Downregulated core,""Neuralgia, Supraorbital"",0.004637091001928337";;
"Downregulated core,""Neuralgia, Stump"",0.004637091001928337";;
Downregulated core,Urticaria,0.004637091001928337;;
"Downregulated core,""Neuralgia, Iliohypogastric Nerve"",0.004637091001928337";;
Downregulated core,Neuralgia,0.004637091001928337;;
Downregulated core,Nerve Pain,0.004637091001928337;;
"Downregulated core,""Neuralgia, Atypical"",0.004637091001928337";;
"Downregulated core,""Neuralgia, Perineal"",0.004637091001928337";;
"Downregulated core,""Neuralgia, Vidian"",0.004637091001928337";;
Downregulated core,Uveitis,0.004685988863499266;;
Downregulated core,Disproportionate short stature,0.004884865330833754;;
Downregulated core,Necrosis,0.004902606905128567;;
Downregulated core,Acute Cerebrovascular Accidents,0.004902606905128567;;
Downregulated core,Dysphoric mood,0.005026304256459452;;
Downregulated core,Osteolysis,0.005026304256459452;;
Downregulated core,Fibrosis,0.005307741710685744;;
Downregulated core,Respiratory Syncytial Virus Infections,0.005307741710685744;;
Downregulated core,Subfertility,0.005307741710685744;;
Downregulated core,Infertility,0.005307741710685744;;
"Downregulated core,""Sterility, Reproductive"",0.005307741710685744";;
Downregulated core,Fanconi Syndrome,0.005307741710685744;;
Downregulated core,Idiopathic pulmonary arterial hypertension,0.005307741710685744;;
Downregulated core,Primary Hyperthyroidism,0.005589197160367823;;
Downregulated core,Depressive disorder,0.005724516194794623;;
Downregulated core,Degenerative Intervertebral Discs,0.00581067207020981;;
Downregulated core,Vascular anomaly,0.00581067207020981;;
Downregulated core,Toxic Shock Syndrome,0.00581067207020981;;
"Downregulated core,""Fatty Liver, Alcoholic"",0.00581067207020981";;
Downregulated core,Foot Deformities,0.00581067207020981;;
"Downregulated core,""Glaucoma, Open-Angle"",0.00581067207020981";;
Downregulated core,Diverticular Diseases,0.00581067207020981;;
"Downregulated core,""Glaucoma, Primary Open Angle"",0.00581067207020981";;
Downregulated core,Recurrent sinopulmonary infections,0.00581067207020981;;
Downregulated core,Vitamin D Deficiency,0.00581067207020981;;
Downregulated core,Hematopoetic Myelodysplasia,0.00581067207020981;;
Downregulated core,Listeriosis,0.00581067207020981;;
Downregulated core,Aicardi-Goutieres Syndrome 2,0.00581067207020981;;
Downregulated core,Kabuki make-up syndrome,0.00581067207020981;;
Downregulated core,Drug-Induced Acute Liver Injury,0.00581067207020981;;
"Downregulated core,""Pain, Postoperative"",0.00581067207020981";;
Downregulated core,Rickets,0.00581067207020981;;
Downregulated core,Diverticular Bleeding,0.00581067207020981;;
Downregulated core,Dry Eye Syndromes,0.00581067207020981;;
Downregulated core,H/O: depression,0.00581067207020981;;
Downregulated core,Drug-Induced Liver Disease,0.00581067207020981;;
Downregulated core,Sinonasal undifferentiated carcinoma,0.00581067207020981;;
Downregulated core,Chemically-Induced Liver Toxicity,0.00581067207020981;;
"Downregulated core,""Hepatitis, Drug-Induced"",0.00581067207020981";;
Downregulated core,Cardiovirus Infections,0.00581067207020981;;
Downregulated core,Malnutrition,0.00581067207020981;;
"Downregulated core,""Hepatitis, Toxic"",0.00581067207020981";;
"Downregulated core,""GLAUCOMA, NORMAL TENSION, SUSCEPTIBILITY TO (finding)"",0.00581067207020981";;
"Downregulated core,""Osteoporosis, Age-Related"",0.0061052548427453";;
"Downregulated core,""Osteoporosis, Senile"",0.0061052548427453";;
Downregulated core,Post-Traumatic Osteoporosis,0.0061052548427453;;
Downregulated core,Portal Hypertension,0.006435347770943015;;
Downregulated core,Nephrogenic Fibrosing Dermopathy,0.006435347770943015;;
Downregulated core,Protein Deficiency,0.006435347770943015;;
Downregulated core,Thrombosis of retinal vein,0.006435347770943015;;
Downregulated core,Diabetes,0.006435347770943015;;
Downregulated core,Familial thrombocytosis,0.006435347770943015;;
Downregulated core,Clear cell papillary renal cell carcinoma,0.006435347770943015;;
Downregulated core,Pulmonary arterial hypertension,0.006435347770943015;;
Downregulated core,Macroprolactinoma,0.006435347770943015;;
Downregulated core,Microprolactinoma,0.006435347770943015;;
Downregulated core,Congenital Hyperinsulinism,0.006435347770943015;;
Downregulated core,Prader-Willi Syndrome,0.006435347770943015;;
Downregulated core,Thrombocytosis,0.006435347770943015;;
"Downregulated core,""Aortic Aneurysm, Abdominal"",0.006435347770943015";;
"Downregulated core,""Liver Cirrhosis, Experimental"",0.006582394181795033";;
"Downregulated core,""Alveolitis, Fibrosing"",0.006819701426869501";;
"Downregulated core,""Spasticity, CTCAE"",0.006946284594037251";;
Downregulated core,Ureteral Calculi,0.006946284594037251;;
Downregulated core,Septic Shock,0.007259319051561176;;
Downregulated core,Endotoxic shock,0.007259319051561176;;
Downregulated core,Anthracosis,0.007259319051561176;;
Downregulated core,Chondromalacia,0.007259319051561176;;
Downregulated core,Cartilage Diseases,0.007259319051561176;;
Downregulated core,Pancreatic Diseases,0.007259319051561176;;
"Downregulated core,""Short Stature, CTCAE"",0.007706244093582405";;
Downregulated core,Delirium,0.007706244093582405;;
Downregulated core,Short stature,0.007706244093582405;;
"Downregulated core,""Diabetes Mellitus, Non-Insulin-Dependent"",0.007716172935678817";;
Downregulated core,Piebaldism,0.007820880429541799;;
"Downregulated core,""SEVERE COMBINED IMMUNODEFICIENCY, B CELL-NEGATIVE"",0.007820880429541799";;
Downregulated core,Eosinophilic leukemia,0.007820880429541799;;
Downregulated core,Mandibulofacial Dysostosis,0.007820880429541799;;
Downregulated core,Reticulocytosis,0.007820880429541799;;
Downregulated core,Dihydropyrimidinuria,0.007820880429541799;;
Downregulated core,Autosomal recessive sideroblastic anemia,0.007820880429541799;;
Downregulated core,Combined Cellular And Humoral Immune Defects With Granulomas,0.007820880429541799;;
Downregulated core,Papillary Renal Cell Carcinoma,0.007820880429541799;;
Downregulated core,Sideroblastic anemia,0.007820880429541799;;
Downregulated core,Hematologic Neoplasms,0.007820880429541799;;
"Downregulated core,""NEVUS, EPIDERMAL (disorder)"",0.007820880429541799";;
Downregulated core,Mixed phenotype acute leukemia,0.007820880429541799;;
"Downregulated core,""Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, NK Cell-Positive"",0.007820880429541799";;
Downregulated core,Thyrotoxicosis,0.007820880429541799;;
Downregulated core,Alzheimer's Disease,0.007820880429541799;;
Downregulated core,Keratitis,0.007820880429541799;;
Downregulated core,Thrombotic Microangiopathies,0.007820880429541799;;
Downregulated core,Hepatic Vein Thrombosis,0.007820880429541799;;
Downregulated core,Chronic eosinophilic leukemia,0.007820880429541799;;
"Downregulated core,""Bronchitis, Chronic"",0.007820880429541799";;
"Downregulated core,""Macular Edema, Cystoid"",0.007820880429541799";;
Downregulated core,Pterygium,0.007820880429541799;;
Downregulated core,Macular retinal edema,0.007820880429541799;;
Downregulated core,Loeffler's Endocarditis,0.007820880429541799;;
Downregulated core,Mesenteric Vascular Occlusion,0.007820880429541799;;
Downregulated core,Follicular thyroid carcinoma,0.007820880429541799;;
Downregulated core,Neu-Laxova syndrome,0.007820880429541799;;
Downregulated core,12q14 microdeletion syndrome,0.007820880429541799;;
Downregulated core,Angiocentric glioma,0.007820880429541799;;
Downregulated core,Myotubular Myopathy with Abnormal Genital Development,0.007820880429541799;;
Downregulated core,Budd-Chiari Syndrome,0.007820880429541799;;
Downregulated core,Irvine-Gass Syndrome,0.007820880429541799;;
Downregulated core,Acute Basophilic Leukemia,0.007820880429541799;;
Downregulated core,Atrial Fibrillation,0.007906843375146754;;
Downregulated core,Myoclonic Encephalopathy,0.007906843375146754;;
Downregulated core,Benign Infantile Myoclonic Epilepsy,0.007906843375146754;;
"Downregulated core,""Early Childhood Epilepsy, Myoclonic"",0.007906843375146754";;
Downregulated core,Familial primary pulmonary hypertension,0.007906843375146754;;
Downregulated core,Symptomatic Myoclonic Epilepsy,0.007906843375146754;;
Downregulated core,Familial pulmonary arterial hypertension,0.007906843375146754;;
Downregulated core,Myocardial Ischemia,0.007906843375146754;;
Downregulated core,Myoclonic Absence Epilepsy,0.007906843375146754;;
Downregulated core,Idiopathic Myoclonic Epilepsy,0.007906843375146754;;
Downregulated core,Hyperthyroidism,0.00833705843044521;;
"Downregulated core,""Vasospasm, Intracranial"",0.00833705843044521";;
Downregulated core,Cerebral Vasospasm,0.00833705843044521;;
Downregulated core,Muscle Spasticity,0.00833705843044521;;
Downregulated core,Panic Attacks,0.00833705843044521;;
Downregulated core,Arteriosclerosis,0.00833705843044521;;
Downregulated core,prenatal alcohol exposure,0.00833705843044521;;
Downregulated core,Panic Disorder,0.00833705843044521;;
Downregulated core,Mental deterioration,0.008343875044200404;;
Downregulated core,Mild cognitive disorder,0.008343875044200404;;
Downregulated core,Drug abuse,0.008433585058202216;;
Downregulated core,Substance Dependence,0.008433585058202216;;
Downregulated core,Prescription Drug Abuse,0.008433585058202216;;
Downregulated core,Drug Dependence,0.008433585058202216;;
Downregulated core,Substance Use Disorders,0.008433585058202216;;
Downregulated core,Drug habituation,0.008433585058202216;;
"Downregulated core,""Organic Mental Disorders, Substance-Induced"",0.008433585058202216";;
Downregulated core,Substance-Related Disorders,0.008433585058202216;;
Downregulated core,Drug Use Disorders,0.008433585058202216;;
Downregulated core,Hyperkinesia,0.00855205205135334;;
"Downregulated core,""Hyperkinesia, Generalized"",0.00855205205135334";;
Downregulated core,Diffuse Scleroderma,0.009176944822495273;;
Downregulated core,Addicted to cocaine,0.009176944822495273;;
Downregulated core,Progressive Proximal Myelopathic Muscular Atrophy,0.009176944822495273;;
"Downregulated core,""Cutis Laxa, Autosomal Dominant"",0.009176944822495273";;
Downregulated core,Hereditary Motor Neuronopathy,0.009176944822495273;;
Downregulated core,Oculopharyngeal Spinal Muscular Atrophy,0.009176944822495273;;
Downregulated core,Fahr's syndrome (disorder),0.009176944822495273;;
Downregulated core,Ocular Hypertension,0.009176944822495273;;
Downregulated core,Cystic Echinocccosis,0.009176944822495273;;
Downregulated core,Echinococcosis,0.009176944822495273;;
Downregulated core,Body Rocking,0.009176944822495273;;
Downregulated core,Progressive Muscular Atrophy,0.009176944822495273;;
Downregulated core,Neointima,0.009176944822495273;;
Downregulated core,Myelopathic Muscular Atrophy,0.009176944822495273;;
"Downregulated core,""Glaucoma, Suspect"",0.009176944822495273";;
Downregulated core,Primary Hyperoxaluria,0.009176944822495273;;
Downregulated core,Stereotypic Movement Disorder,0.009176944822495273;;
Downregulated core,Head Banging,0.009176944822495273;;
Downregulated core,Congenital dyserythropoietic anemia,0.009176944822495273;;
Downregulated core,Mental Depression,0.009256585419829681;;
Downregulated core,Substance abuse problem,0.009288904075964294;;
Downregulated core,Myoclonic Epilepsy,0.009360871330592092;;
Downregulated core,Epilepsy,0.009360871330592092;;
"Downregulated core,""Heart Failure, Right-Sided"",0.00977553335611565";;
Downregulated core,Heart Decompensation,0.00977553335611565;;
Downregulated core,Myocardial Failure,0.00977553335611565;;
Downregulated core,Left-Sided Heart Failure,0.00977553335611565;;
Downregulated core,Pulmonary Fibrosis,0.009969113679274581;;
"Downregulated core,""Amyotrophic Lateral Sclerosis, Familial"",0.010303849954004783";;
Downregulated core,Hyperkalemia,0.010313705542741329;;
Downregulated core,Myelodysplasia,0.010313705542741329;;
"Downregulated core,""OSTEOFIBROUS DYSPLASIA, SUSCEPTIBILITY TO"",0.010313705542741329";;
"Downregulated core,""Paresthesia, Distal"",0.010313705542741329";;
"Downregulated core,""Pneumonia, Interstitial"",0.010313705542741329";;
Downregulated core,Radioulnar Synostosis with Amegakaryocytic Thrombocytopenia,0.010313705542741329;;
"Downregulated core,""Diabetes Mellitus, Ketosis-Prone"",0.010313705542741329";;
Downregulated core,Juvenile Spinal Muscular Atrophy,0.010313705542741329;;
Downregulated core,Albuminuria,0.010313705542741329;;
Downregulated core,Spinal Muscular Atrophy,0.010313705542741329;;
Downregulated core,Sex Cord-Stromal Tumor,0.010313705542741329;;
Downregulated core,Osteofibrous Dysplasia,0.010313705542741329;;
Downregulated core,Exudative retinopathy,0.010313705542741329;;
Downregulated core,Melanocytic nevus,0.010313705542741329;;
