GO_Biological_Process_2021,negative regulation of type I interferon-mediated signaling pathway (GO:0060339),6/16,9.643877157998701e-08,5.322599435712473e-06,0,0,38.5843137254902,623.3047986384815,OAS1;STAT2;OAS3;ISG15;SAMHD1;USP18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of cytokine production (GO:0001817),14/150,1.0085964396081437e-07,5.450623259049008e-06,0,0,6.754046585076984,108.80455627255276,DDX58;HLA-B;PLD4;EIF2AK2;ISG15;ATP2B1;MAPK14;PLD3;IFIH1;IRF3;GPNMB;S100A13;IRF7;IRF8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of type I interferon production (GO:0032479),11/89,1.3829270739156676e-07,7.321046591300493e-06,0,0,9.187750234261864,145.11034714282962,HERC5;IFIH1;CREBBP;IRF3;DDX58;IRF1;IRF7;IRF8;IRF5;ISG15;NFKB1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,pyruvate metabolic process (GO:0006090),9/55,1.651391782182331e-07,8.567420565961933e-06,0,0,12.683168316831685,198.06640902420784,GPI;PDHX;PDHA2;SDS;PDHA1;DLAT;PDHB;PCK1;DLD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,negative regulation of apoptotic process (GO:0043066),25/485,1.954264857482762e-07,9.939927530020164e-06,0,0,3.641114982578397,56.24824122099871,RB1;ITGB1;IFI6;IFIT3;EGFR;UBB;BAG3;CASP3;UBC;AKT1;RPS27A;MED1;TGFB3;ANXA4;ANXA5;PRKCA;SIRT1;NFKB1;FABP1;KRT18;RPS6KB1;ALB;TP53;UBA52;CD44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,acetyl-CoA biosynthetic process (GO:0006085),5/10,2.1147532875266e-07,9.97394550517091e-06,0,0,64.11400651465799,985.378263707154,PDHA2;PDHA1;DLAT;PDHB;ACSS1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,cytoplasmic pattern recognition receptor signaling pathway in response to virus (GO:0039528),5/10,2.1147532875266e-07,9.97394550517091e-06,0,0,64.11400651465799,985.378263707154,IFIH1;IRF3;DDX58;OAS3;IRF7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,serine family amino acid catabolic process (GO:0009071),5/10,2.1147532875266e-07,9.97394550517091e-06,0,0,64.11400651465799,985.378263707154,SDS;SHMT2;SHMT1;AMT;DLD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,modification-dependent macromolecule catabolic process (GO:0043632),5/10,2.1147532875266e-07,9.97394550517091e-06,0,0,64.11400651465799,985.378263707154,UBB;UBC;ISG15;RPS27A;UBA52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,long-chain fatty-acyl-CoA biosynthetic process (GO:0035338),6/18,2.1775260900687573e-07,1.0086611924354209e-05,0,0,32.150326797385624,493.1829986451565,ACSL1;ACSL6;ACSL4;ACSBG1;ACSL3;ACSBG2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of ribonuclease activity (GO:0060700),4/5,2.869349850638515e-07,1.3058058793958432e-05,0,0,255.67532467532467,3851.495693614302,OAS1;OAS2;OAS3;OASL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of type I interferon-mediated signaling pathway (GO:0060338),7/30,3.144893319300973e-07,1.406526425908056e-05,0,0,19.62295081967213,293.8010142866944,RNASEL;OAS1;STAT2;OAS3;ISG15;SAMHD1;USP18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,branched-chain amino acid catabolic process (GO:0009083),6/20,4.428375695106774e-07,1.8831486152634377e-05,0,0,27.554621848739497,403.12584792257405,BCKDHA;ECHS1;BCKDHB;DBT;BCAT1;DLD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,branched-chain amino acid metabolic process (GO:0009081),6/20,4.428375695106774e-07,1.8831486152634377e-05,0,0,27.554621848739497,403.12584792257405,BCKDHA;ECHS1;BCKDHB;DBT;BCAT1;DLD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of interferon-alpha production (GO:0032727),6/20,4.428375695106774e-07,1.8831486152634377e-05,0,0,27.554621848739497,403.12584792257405,IFIH1;IRF3;DDX58;STAT1;IRF7;IRF5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,stress-activated MAPK cascade (GO:0051403),9/62,4.788208135222485e-07,2.0033245004463108e-05,0,0,11.00410984494676,160.13113954888394,MAPK11;UBB;UBC;CUL1;RPS27A;MAPK14;UBA52;NFKB1;SKP1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GO_Biological_Process_2021,""positive regulation of transcription, DNA-templated (GO:0045893)"",42/1183,5.352956193056248e-07,2.2040584706012556e-05,0,0,2.5285616905248807,36.51356027722024,APP";RNASEL;RBPJ;HIF1A;EGFR;HELZ2;IL4I1;RXRA;UBB;EPCAM;CDH1;MYO6;NAMPT;UBC;AKT1;TBL1X;BRD8;RPS27A;NCOA1;MED1;EGR1;NCOA2;CREBBP;TGFB1;STAT1;TGFB3;DDX58;PARP9;SIRT1;PML;NFKB1;IRF3;IRF4;IRF1;IRF2;IRF7;IRF8;PGR;IRF5;IRF6;TP53;UBA52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,fatty acid metabolic process (GO:0006631),12/124,5.636084158339129e-07,2.284375360426828e-05,0,0,6.991428571428571,100.59900939219308,ACOT8;CPT1A;MECR;CPT2;ACSL1;ACOX1;ACSL6;ACSL4;ACSBG1;ACSL3;ACAA1;ACSBG2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,antigen processing and presentation of peptide antigen via MHC class I (GO:0002474),7/33,6.339825936071587e-07,2.486834479070147e-05,0,0,17.356116015132407,247.69337240654,CANX;HLA-B;HLA-C;HLA-A;HLA-F;HLA-G;HLA-E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,glycine metabolic process (GO:0006544),5/12,6.477782237911549e-07,2.486834479070147e-05,0,0,45.79106561191252,652.5097465397729,SDS;SHMT2;SHMT1;AMT;DLD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,tyrosine metabolic process (GO:0006570),5/12,6.477782237911549e-07,2.486834479070147e-05,0,0,45.79106561191252,652.5097465397729,IL4I1;TH;PAH;TAT;TYR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,negative regulation of programmed cell death (GO:0043069),21/381,6.519072651378951e-07,2.486834479070147e-05,0,0,3.8744558991981672,55.18528380100176,MED1;ANXA4;ANXA5;IFI6;SIRT1;IFIT3;EGFR;NFKB1;FABP1;KRT18;UBB;RPS6KB1;BAG3;CASP3;UBC;ALB;AKT1;RPS27A;TP53;UBA52;CD44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,purine nucleobase biosynthetic process (GO:0009113),4/6,8.502153828030219e-07,3.063137087487554e-05,0,0,127.83116883116882,1786.7954601061383,SHMT2;SHMT1;GART;PAICS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of nuclease activity (GO:0032069),4/6,8.502153828030219e-07,3.063137087487554e-05,0,0,127.83116883116882,1786.7954601061383,OAS1;OAS2;OAS3;OASL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GO_Biological_Process_2021,""establishment of mitochondrion localization, microtubule-mediated (GO:0034643)"",4/6,8.502153828030219e-07,3.063137087487554e-05,0,0,127.83116883116882,1786.7954601061383,UXT";UBB;MAP1S;LRPPRC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,protection from natural killer cell mediated cytotoxicity (GO:0042270),4/6,8.502153828030219e-07,3.063137087487554e-05,0,0,127.83116883116882,1786.7954601061383,HLA-B;HLA-A;HLA-G;HLA-E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,cellular response to interleukin-1 (GO:0071347),13/155,9.928495052014246e-07,3.528015913003418e-05,0,0,5.984690753214942,82.72450551791577,EGR1;CUL1;HIF1A;NFKB1;PSMB8;MAPK11;UBB;UBC;GBP2;RPS27A;UBA52;GBP1;SKP1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,alpha-linolenic acid metabolic process (GO:0036109),5/13,1.039208858783532e-06,3.5942770395793094e-05,0,0,40.06514657980456,551.9795616227909,FADS2;ACOT8;ACSL1;ACOX1;ACAA1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,mitochondrion transport along microtubule (GO:0047497),5/13,1.039208858783532e-06,3.5942770395793094e-05,0,0,40.06514657980456,551.9795616227909,UXT;UBB;MAP1S;HIF1A;LRPPRC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),12/133,1.1982746525953663e-06,4.0899005905689216e-05,0,0,6.468429752066116,88.19463228342414,ITGB1;COL3A1;TGFB1;UBB;TGFB3;UBC;ZYX;APOA1;RPS27A;UBA52;GDF5;SIRT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,long-chain fatty-acyl-CoA metabolic process (GO:0035336),6/24,1.458967515402746e-06,4.915015240200939e-05,0,0,21.427015250544663,287.9315502834525,ACSL1;ACSL6;ACSL4;ACSBG1;ACSL3;ACSBG2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of interferon-alpha production (GO:0032647),6/25,1.8946259297834383e-06,6.300845720331075e-05,0,0,20.29824561403509,267.4596128425586,IFIH1;IRF3;DDX58;STAT1;IRF7;IRF5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,response to host defenses (GO:0052200),4/7,1.959434363716841e-06,6.353465924351857e-05,0,0,85.21645021645021,1119.9874246346671,UBB;UBC;RPS27A;UBA52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,modulation by symbiont of host defense response (GO:0052031),4/7,1.959434363716841e-06,6.353465924351857e-05,0,0,85.21645021645021,1119.9874246346671,UBB;UBC;RPS27A;UBA52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,fatty acid beta-oxidation using acyl-CoA oxidase (GO:0033540),5/15,2.363364023982122e-06,7.568600343468672e-05,0,0,32.04885993485342,415.2065858381262,ACOT8;ACOX1;EHHADH;ACOX3;ACAA1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,cytoplasmic pattern recognition receptor signaling pathway (GO:0002753),6/27,3.084595399380692e-06,9.75785422682136e-05,0,0,18.363211951447244,233.01245024531727,IFIH1;UBB;DDX58;UBC;RPS27A;UBA52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,negative regulation of natural killer cell mediated cytotoxicity (GO:0045953),5/16,3.3937973176541787e-06,0.00010606638845777036,0,0,29.133846609416644,366.8988776676189,HLA-B;HLA-A;HLA-F;HLA-G;HLA-E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,aspartate family amino acid biosynthetic process (GO:0009067),4/8,3.870679690560554e-06,0.00011812403667428328,0,0,63.90909090909091,796.440231482068,GOT1L1;GOT1;MTHFD1;MTR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,short-chain fatty acid catabolic process (GO:0019626),4/8,3.870679690560554e-06,0.00011812403667428328,0,0,63.90909090909091,796.440231482068,PCCA;PCCB;PCK1;ACADS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,response to interferon-gamma (GO:0034341),9/80,4.281549225318908e-06,0.00012914347314508425,0,0,8.20680518756101,101.44592454657476,IFITM3;BST2;IFITM1;IFITM2;STAT1;CASP1;IRF8;GBP2;GBP1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,cellular biogenic amine biosynthetic process (GO:0042401),5/17,4.746607038087842e-06,0.0001415252719172398,0,0,26.704668838219327,327.3479804229267,DDC;TH;PAH;SAT2;SAT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of T cell mediated cytotoxicity (GO:0001914),6/29,4.8216542362018026e-06,0.0001421292169171304,0,0,16.764705882352942,205.24012609302795,HLA-B;HLA-A;HLA-F;AGER;HLA-G;HLA-E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,fatty-acyl-CoA biosynthetic process (GO:0046949),6/30,5.9484568505948e-06,0.00017144774522714345,0,0,16.065359477124183,193.30448958019,ACSL1;ACSL6;ACSL4;ACSBG1;ACSL3;ACSBG2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,TRIF-dependent toll-like receptor signaling pathway (GO:0035666),6/30,5.9484568505948e-06,0.00017144774522714345,0,0,16.065359477124183,193.30448958019,UBB;IRF3;UBC;IRF7;RPS27A;UBA52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,cellular response to hypoxia (GO:0071456),11/131,6.725835826558442e-06,0.0001917232761988198,0,0,5.959246954595792,70.9719755130121,FABP1;CREBBP;ACAA2;UBB;UBC;RPS27A;TP53;UBA52;HIF1A;SIRT1;PSMB8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,alpha-amino acid biosynthetic process (GO:1901607),4/9,6.881580162486756e-06,0.0001919442896934478,0,0,51.12467532467532,607.7017486143928,SDS;MTHFD1;PAH;ALDH18A1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,response to type I interferon (GO:0034340),4/9,6.881580162486756e-06,0.0001919442896934478,0,0,51.12467532467532,607.7017486143928,SHMT2;MX1;ISG15;IFIT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,MyD88-independent toll-like receptor signaling pathway (GO:0002756),6/31,7.27990363858997e-06,0.00020089436211172745,0,0,15.421960784313724,182.4478558649637,UBB;IRF3;UBC;IRF7;RPS27A;UBA52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),9/87,8.608476996076483e-06,0.00023490995434053696,0,0,7.4676313785224675,87.09321600669658,CREBBP;UBB;BAG3;UBC;RPS27A;TP53;UBA52;HIF1A;PSMB8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,aspartate family amino acid catabolic process (GO:0009068),5/19,8.693660607822495e-06,0.00023490995434053696,0,0,22.88738948348069,266.7048377226445,SDS;GOT1;GOT2;ALDH7A1;DLD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,dicarboxylic acid biosynthetic process (GO:0043650),4/10,1.1328371671168593e-05,0.00029985506239807474,0,0,42.6017316017316,485.15704884120817,GOT1L1;GOT1;MTHFD1;MTHFD1L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,modulation by symbiont of host process (GO:0044003),4/10,1.1328371671168593e-05,0.00029985506239807474,0,0,42.6017316017316,485.15704884120817,UBB;UBC;RPS27A;UBA52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of programmed cell death (GO:0043068),16/286,1.1867684502158154e-05,0.00031095730907675003,0,0,3.887487487487488,44.09068355916212,ITGB1;TGFB3;LRRK2;SIAH1;SIRT1;IFIT2;SFRP4;UBB;FRZB;CASP3;UBC;IRF5;RPS27A;TP53;UBA52;IP6K2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,phosphatidylserine metabolic process (GO:0006658),6/34,1.2784408756459144e-05,0.0003316275631425502,0,0,13.76750700280112,155.12241406252113,PTDSS2;LPCAT4;LPCAT3;MBOAT1;MBOAT2;PLA2G4A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,regulation of lipid metabolic process (GO:0019216),9/92,1.3621103610557692e-05,0.0003464033604488888,0,0,7.015984731003221,78.60632279449746,NCOA1;HELZ2;FABP1;MED1;NCOA2;CREBBP;RXRA;TBL1X;PCK1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,Wnt signaling pathway (GO:0016055),9/92,1.3621103610557692e-05,0.0003464033604488888,0,0,7.015984731003221,78.60632279449746,SFRP4;UBB;FRZB;LRRK2;UBC;CUL1;RPS27A;UBA52;SKP1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,interleukin-1-mediated signaling pathway (GO:0070498),9/94,1.6229465969884033e-05,0.0004087304342318367,0,0,6.850203843913803,75.54872038366501,EGR1;UBB;UBC;CUL1;RPS27A;UBA52;NFKB1;PSMB8;SKP1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,positive regulation of chemokine production (GO:0032722),7/53,1.751502809346746e-05,0.0004368652199466788,0,0,9.8,107.33402271402942,APP;EGR1;OAS1;OAS3;EIF2AK2;AGER;HIF1A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,phosphatidylserine acyl-chain remodeling (GO:0036150),5/22,1.894632961952872e-05,0.0004680645622195952,0,0,18.84556428434566,204.924787743718,LPCAT4;LPCAT3;MBOAT1;MBOAT2;PLA2G4A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GO_Biological_Process_2021,negative regulation of signal transduction (GO:0009968),15/267,2.116759494844545e-05,0.0005180069933610142,0,0,3.895302228635562,41.92529013805501,RB1;PRKCB;AHSG;YWHAB;PDCD6;LRRK2;SIAH1;GBA;PTK6;EGFR;SFRP4;RPS6KB1;CILP;FRZB;AKT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
